,Ana,Eth,Glu,Nit
IDH1,1,1,1,0
CIT1,1,1,1,1
ACC1,1,0,0,0
TRM13,0,1,0,0
IRA2,0,1,1,0
GPD2,1,2,2,0
ARG1,1,2,1,0
RPL3,0,0,1,0
ECM3,1,0,0,0
RAS1,1,2,1,1
IDH2,1,1,1,1
CPA1,1,1,1,1
SFG1,1,1,0,0
FAA1,1,2,2,0
MDH2,0,1,0,0
MAM3,1,2,2,0
YOR062C,0,0,1,0
RKI1,0,1,0,0
CRC1,1,2,1,1
SPS4,1,1,0,0
PUT4,0,1,1,0
GDH1,1,1,1,1
SAM3,0,1,0,0
PLC1,0,1,0,0
DIP5,1,0,0,1
FUM1,0,2,0,0
ISU1,0,2,2,0
ALD6,2,2,1,0
NOP4,0,1,0,0
RMI1,1,2,2,0
CIT3,0,1,1,0
PDH1,0,1,1,0
GLN1,1,1,1,1
SPO24,2,2,2,1
AQY1,1,1,1,1
KEL3,0,2,0,0
ATG41,2,1,1,0
RPL36B,1,1,1,0
GIP3,0,2,2,0
ODC1,0,1,0,0
SKS1,1,2,2,0
ECM13,1,1,1,0
YBL029W,1,1,1,0
ACH1,1,1,1,0
YMC2,0,1,1,1
RAD16,1,0,1,0
ERV15,0,1,0,0
COQ21,0,1,0,0
MTC4,0,1,0,0
SUL1,0,1,0,0
ECM21,0,1,0,0
COR1,1,1,1,0
YBL029C-A,1,1,1,0
BAP2,0,0,1,0
CYC8,1,0,1,0
LYS2,0,1,0,0
AGP2,0,1,1,0
ICS2,0,1,1,0
YBR197C,0,1,0,0
ROT2,0,1,0,0
OM14,0,1,0,0
TRS20,0,1,0,0
HIS4,1,1,0,0
CIT2,3,4,4,2
YCR006C,3,4,4,2
ADY2,1,1,1,0
LYS20,1,1,1,0
UGA3,1,1,1,1
LYS21,0,1,1,0
NDE2,1,1,1,0
IDP1,1,1,1,0
GRX6,1,1,1,0
RAD61,0,1,0,0
RSM10,1,1,1,0
HEM12,1,0,0,0
SED1,0,2,2,0
STE5,0,1,0,0
ADR1,1,1,1,0
HEM1,0,1,0,0
BSC2,0,2,2,0
TRP4,0,1,0,0
EFT2,0,2,1,0
SMT3,1,1,1,0
SDH7,1,1,1,0
STL1,0,1,0,0
GDH2,0,1,0,0
PPH22,0,1,0,0
YDL183C,1,1,1,0
GLT1,1,1,1,1
YDL085C-A,1,1,1,0
CBS1,1,1,1,0
COX9,1,1,1,0
YDL012C,1,1,1,0
LYS14,1,1,1,0
BAP3,1,0,0,0
GRX3,0,1,0,0
ARX1,0,1,0,0
COX20,0,1,0,0
YAP6,1,1,1,0
SWM1,1,1,1,0
ATO3,0,2,1,0
GNP1,1,1,1,0
DLD3,1,1,1,1
IES6,0,1,0,0
YAT2,1,1,1,0
RGI1,0,1,0,0
"ARG5,6",1,1,1,0
IES5,0,1,1,0
YCK3,0,1,0,0
LSM5,0,1,0,0
GLY1,0,1,0,0
HIS1,1,1,0,0
FCY2,0,1,1,0
ICL1,0,1,0,0
MET6,0,1,1,0
FTR1,0,1,0,0
SMX2,0,1,0,0
LPD1,0,1,0,0
GNA1,0,1,0,0
LSB3,0,1,0,0
HIS2,0,1,0,0
RTF1,0,1,0,0
SUT1,1,1,0,0
YGL117W,1,1,1,0
YGL114W,0,1,0,0
PYC1,1,2,1,1
OLE1,0,1,1,0
GSC2,0,1,0,0
YGR122W,0,1,0,0
THI4,0,1,1,0
YGR161W-C,1,1,1,0
YCH1,0,1,1,0
ADE3,0,1,1,0
YHB1,1,1,1,0
MPC3,1,1,1,0
TNA1,0,1,0,0
RAD54,1,1,0,0
SDS23,0,1,1,0
LEU1,0,1,0,0
PMA1,1,1,1,0
YGR067C,1,2,1,0
MEP1,0,1,0,0
ECL1,0,1,1,0
RTS3,1,1,1,0
CRH1,0,1,1,0
TDH3,0,1,1,0
PHO81,1,1,1,0
KEL2,1,0,0,0
YAP1802,1,1,1,0
SDA1,0,1,0,0
STP2,0,1,0,0
YHR033W,0,0,1,0
YHR140W,0,0,1,0
MPC2,1,1,1,0
ARG4,1,1,1,0
HXT5,0,1,1,0
SPS100,0,0,1,0
YAP1801,1,1,1,0
AIM18,0,1,0,0
OM45,0,1,0,0
VHR1,1,1,1,1
GPP1,0,1,0,0
MET30,0,0,1,0
MRS1,0,1,0,0
TMA108,0,1,0,0
CAB2,0,2,1,0
RGI2,1,1,1,1
YIL055C,0,1,0,0
SYG1,0,0,1,0
IRR1,0,1,1,0
