,Ana,Eth,Glu,Nit
RPL3,1,1,1,0
CYT1,1,0,1,0
YVC1,1,0,0,0
TMA46,1,0,1,0
ECM3,2,0,2,0
KTR1,1,1,0,0
RGS2,1,2,2,0
DPI34,1,0,0,0
BAG7,0,0,1,0
PDR5,1,1,1,0
HEM15,1,0,1,0
PEX27,0,0,1,0
STE4,1,0,2,1
WTM1,1,1,1,1
IRC13,2,2,2,2
PAC1,1,0,1,0
YTM1,0,0,1,0
MOD5,1,1,1,1
YOR289W,1,0,1,0
SFG1,1,0,1,1
FAA1,1,1,1,1
HSH49,2,1,2,1
PDR10,0,0,1,0
GDS1,1,0,1,1
ALD4,0,1,1,0
RDR1,0,0,1,0
YOR385W,1,0,1,1
YGK3,0,1,1,0
RPS19A,0,0,1,0
MCH4,0,0,1,0
MDY2,1,1,1,0
INO4,1,0,1,1
IZH4,0,0,1,0
MAM3,1,1,1,0
DDR2,1,1,1,1
MDM38,1,1,1,0
MIM1,1,1,1,0
DIS3,0,0,1,0
HTZ1,1,1,2,1
PFA4,1,0,1,0
TIR2,0,1,1,0
HSP10,1,1,1,0
AHC1,1,1,1,0
YOR062C,1,1,1,0
YNG1,1,0,1,0
TCB1,1,0,0,0
NUP1,1,1,0,0
ATG40,1,1,1,0
PNS1,0,0,1,0
ALE1,1,0,1,0
GSP2,1,0,1,0
MGM1,1,0,2,1
RPL33B,2,2,2,2
SEC63,1,0,1,0
HRK1,1,0,1,0
FSF1,0,0,1,0
TPO4,1,1,1,1
MPD1,1,0,1,0
SPS4,1,0,1,1
COT1,1,0,2,0
SNC2,0,0,1,0
YOR342C,2,1,2,1
TYE7,2,2,2,1
PUT4,1,1,1,0
GDH1,1,2,2,0
SAM3,1,1,1,1
ATP15,0,1,1,0
MDL2,0,1,1,0
HFI1,1,0,1,0
NSL1,0,0,1,0
SSO1,0,0,1,0
FAS2,1,1,1,1
USV1,0,1,1,0
FMP40,0,1,1,0
FLC1,1,0,1,0
MF(ALPHA)1,1,0,1,0
DAP1,1,1,1,0
CAR1,0,0,1,0
SSU1,1,1,1,1
RPS9A,1,0,1,0
RGL1,1,1,1,1
ALD6,1,1,1,0
LEE1,0,1,0,0
CAM1,0,0,1,0
PMA2,1,1,1,0
RMI1,1,2,2,1
CTF19,1,0,1,1
CIP1,0,0,1,0
CHL1,1,1,1,0
PDH1,0,0,1,0
YME1,1,1,2,0
YOP1,1,1,1,1
CSR2,1,1,1,0
GLN1,2,2,2,1
VMA13,1,0,1,0
SPO24,1,1,1,1
ROX1,1,1,1,1
MRPL51,1,0,1,0
SNT309,1,0,1,0
DBF20,0,1,0,0
RGC1,1,0,1,0
CTR1,1,0,1,1
NCE102,0,1,1,0
CUR1,2,0,2,1
ATG41,3,3,4,2
RPL36B,3,2,3,1
GRE1,0,1,1,0
CUP9,1,2,2,0
OYE3,1,1,1,0
YPL162C,1,1,1,1
KIP2,1,1,1,0
FRK1,1,1,1,0
EEB1,0,0,0,1
SEC62,0,0,0,1
RPS6A,1,1,1,0
MOT1,1,0,1,0
YPL068C,1,1,1,1
HTC1,1,1,1,1
SUR1,1,1,1,1
LGE1,1,1,1,0
DIG1,0,0,1,0
SSN3,1,0,1,0
MRX11,1,0,1,0
EGD1,1,1,1,0
SKS1,1,2,2,1
VTC3,1,0,1,1
IRC15,1,1,1,1
HST2,0,0,1,0
RQC2,1,1,1,0
CMR3,2,1,1,1
YPR015C,0,0,1,0
EAF3,1,1,2,0
APL4,1,1,1,0
YPR063C,1,1,1,1
LTP1,1,0,1,0
TMH18,1,0,1,0
RPC40,0,1,0,0
SGV1,0,1,0,0
RPL32,0,1,1,0
KTI11,0,0,1,0
TOD6,1,1,1,0
ECM13,1,1,1,1
HEK2,0,0,1,0
YBL029W,1,2,3,0
RPL19B,1,0,1,0
ACH1,0,1,1,0
FMT1,0,0,2,0
SCT1,0,1,1,0
PDR3,0,0,1,0
HTB2,0,0,1,0
UGA2,1,0,1,1
RKM3,2,1,2,2
FMP23,0,0,1,0
RPS11B,0,0,1,0
YRO2,1,1,1,1
ECM33,1,1,1,1
TEC1,2,2,2,1
AAC3,1,0,1,0
SND3,1,0,1,0
RAD16,1,1,1,1
MEO1,0,0,1,0
ADH5,2,0,2,0
AMN1,1,1,1,0
IFA38,0,0,1,0
RPL21A,1,1,1,0
COS111,1,2,2,0
COQ21,0,1,1,0
YBR287W,1,0,0,0
MAL33,0,0,1,0
SRO77,1,1,1,0
ROX3,0,1,1,0
YBL086C,1,0,1,0
AAR2,1,0,1,1
RPS8A,0,0,1,0
YBL055C,1,1,1,0
COR1,1,1,1,1
RIB1,0,0,1,0
PET9,0,0,1,0
YBL029C-A,1,2,4,0
YBL028C,1,0,1,0
RRN6,0,0,2,0
LDB7,0,0,1,0
HTA2,0,0,1,0
CDS1,2,1,2,2
REB1,0,0,1,0
REG2,1,1,1,0
RFS1,1,1,1,0
NRG2,2,2,2,1
TIP1,2,1,2,1
SLM4,1,1,1,1
RPL19A,1,0,1,0
YBR085C-A,2,2,2,2
CYC8,1,1,1,1
TPS1,0,0,1,0
SUP45,1,0,1,0
EHT1,1,1,1,1
RPS6B,1,1,1,0
PGI1,0,0,1,0
PYC2,1,1,1,0
PDB1,0,0,1,0
PCS60,0,0,1,0
OM14,0,1,1,0
YBR238C,1,0,1,0
PHO89,0,0,1,0
PGS1,1,0,1,0
PGK1,1,1,1,0
MAK32,1,0,0,0
BPH1,1,0,1,0
ELO2,1,0,1,0
TAH1,1,0,1,0
YCR061W,1,1,1,0
BUD31,1,0,2,0
CDC39,1,0,1,0
HIS4,0,1,1,0
CIT2,0,1,1,0
YCR006C,0,1,1,0
ADY2,0,1,1,0
ADP1,1,1,1,0
HSP30,0,0,1,0
PMP1,1,1,1,1
RPS14A,1,0,1,0
YCR043C,0,0,1,0
PWP2,1,0,1,0
YIH1,1,0,1,0
MSH3,1,0,1,0
YCR101C,0,0,1,0
MPH2,0,0,1,0
MRPL11,0,0,1,0
BPL1,0,0,1,0
RGT2,0,0,1,0
RPL35B,1,1,2,0
YDL124W,1,1,1,0
NSE4,0,0,1,0
SRP14,0,0,1,0
RPL31A,1,1,1,1
USO1,0,0,1,1
SIT4,1,1,2,1
GAL3,1,1,1,0
RSM10,1,1,1,0
SNF11,2,2,2,2
SED1,1,1,1,1
GIS1,0,1,1,0
YDR124W,1,1,1,1
EKI1,1,1,1,1
RPA14,0,1,0,0
EBS1,1,1,1,1
MSS4,1,1,1,0
UPC2,1,0,1,1
ADR1,1,1,1,0
TRS23,1,0,1,1
VHS1,1,0,1,1
BSC2,1,1,1,1
MHR1,1,0,1,0
SUR2,1,0,2,0
BFR2,1,0,1,1
CFT1,0,0,1,0
SSF2,1,1,1,1
TRR1,1,1,1,0
TRP4,1,1,1,0
WIP1,1,0,1,0
EFT2,1,1,1,0
PDR15,1,1,1,1
RPL12B,1,0,1,0
RPS18A,1,1,1,0
PPN1,1,1,1,0
MRPL28,0,0,1,0
STP1,0,0,1,0
KRE2,0,0,1,0
LCD1,1,1,1,0
SMT3,2,2,1,0
SDH7,1,1,0,0
FPR2,1,0,1,0
SNA2,1,0,1,1
RBA50,1,0,1,1
HLR1,0,0,1,0
ACK1,0,0,1,0
CRD1,0,0,1,0
SCM3,0,0,1,0
CDC48,1,1,1,0
HNT1,2,2,2,0
PHO2,0,0,1,0
QRI7,0,0,1,0
THI3,1,1,1,0
MRK1,1,1,1,0
RAD59,0,0,1,1
KNH1,2,2,2,1
STP4,1,1,1,1
BSC1,1,1,1,1
RTK1,0,0,1,0
LYS14,1,1,1,1
