,Ana,Eth,Glu,Nit
COT1,7.272727272727273,7.84351145038168,8.954128440366972,2.6184538653366585
SNC2,19.50413223140496,23.912213740458014,25.541284403669724,14.812967581047381
TYE7,5.231404958677686,10.399260628465804,7.473394495412844,2.201995012468828
PYK2,0.0,6.450381679389313,5.486238532110091,0.0
PUT4,3.512396694214876,3.6832061068702293,3.743119266055046,0.0
PRE10,0.0,2.6965648854961835,2.38348623853211,0.0
SAM3,0.0,2.300198807157058,0.0,0.0
FUM1,2.1904761904761907,7.137176938369782,6.791338582677166,0.0
HFI1,11.904761904761905,16.93836978131213,16.555118110236222,5.855614973262032
RVB2,25.38095238095238,24.791252485089466,25.45275590551181,12.519280205655527
FLC1,31.666666666666668,27.435387673956264,31.515748031496067,24.86631016042781
HRR25,44.60121868652674,33.32007952286283,35.19685039370079,27.949929145016533
DAP1,23.428571428571427,30.298210735586483,31.555118110236222,16.8716577540107
RRD2,4.0476190476190474,5.924453280318092,5.846456692913386,0.0
RPL5,0.0,3.200795228628231,3.3267716535433074,0.0
PNG1,14.619047619047619,9.363817097415508,11.988188976377954,10.294117647058824
NOG1,13.57142857142857,13.817097415506959,17.69685039370079,11.470588235294118
SEC16,0.0,2.6838966202783303,0.0,0.0
RGL1,87.0,92.64413518886681,105.80708661417324,50.797465083613815
LEE1,0.0,3.1411530815109345,2.716535433070866,0.0
OAZ1,0.0,5.526838966202783,5.708661417322835,0.0
MET31,4.285714285714286,3.499005964214712,3.7007874015748032,8.556149732620321
RMI1,2.0476190476190474,4.433399602385686,4.389763779527559,0.0
CTF19,21.857142857142858,40.54927302100162,49.13385826771654,7.647058823529412
CIP1,2.2857142857142856,2.6043737574552686,2.3425196850393704,0.0
CIT3,14.587155963302752,8.528827037773361,11.25984251968504,28.45213849287169
YME1,2.0619047619047617,4.73558648111332,4.411417322834645,0.0
YOP1,0.0,2.0636182902584492,2.687007874015748,0.0
CSR2,0.0,2.4055666003976146,2.1062992125984255,0.0
GLN1,7.333333333333333,18.031809145129227,15.236220472440946,3.716577540106952
SPO24,6.517857142857143,8.78048780487805,8.540031397174253,2.486631016042781
MCM16,0.0,4.487077534791252,3.4192913385826773,0.0
MSF1,0.0,4.487077534791252,3.4192913385826773,0.0
