,Ana,Eth,Glu,Nit
BDH1,2.110119047619048,0.0,0.0,0.0
FLC2,2.38996138996139,5.294117647058823,7.035714285714286,0.0
EFB1,6.028096182021891,12.0,11.05263157894737,0.0
PHO11,0.0,0.0,2.261904761904762,0.0
ACS1,2.38996138996139,5.294117647058823,7.035714285714286,0.0
SSA1,6.028096182021891,12.0,11.05263157894737,0.0
PEX2,0.0,0.0,2.357723577235772,0.0
CBP1,0.0,0.0,2.357723577235772,0.0
RPL39,2.09375,2.2222222222222223,2.8455284552845526,0.0
RPL17B,3.5031847133757963,2.857142857142857,4.959349593495935,2.2033898305084745
ERG20,11.17515923566879,28.5,18.398373983739837,3.8536585365853657
DAS1,2.0697674418604652,0.0,0.0,0.0
IDS2,3.121019108280255,4.285714285714286,4.308943089430894,2.2881355932203387
RPB4,7.452229299363058,6.428571428571429,9.75609756097561,7.288135593220338
YJL118W,3.598726114649682,3.5714285714285716,6.747967479674796,2.11864406779661
PHO86,3.598726114649682,3.5714285714285716,6.747967479674796,2.11864406779661
ASF1,2.261146496815287,11.428571428571429,5.203252032520325,0.0
LSB6,2.802547770700637,4.285714285714286,4.959349593495935,2.388059701492537
NET1,0.0,0.0,2.3658536585365852,0.0
LOG1,0.0,0.0,2.113821138211382,0.0
TDH1,2.372611464968153,4.285714285714286,8.048780487804878,0.0
CHM7,3.7579617834394905,2.857142857142857,3.5772357723577235,0.0
MHO1,0.0,0.0,10.585365853658535,0.0
GPI14,0.0,0.0,2.6829268292682924,0.0
CYC1,2.0491803278688523,11.428571428571429,8.617886178861788,0.0
PTK2,3.1847133757961785,2.142857142857143,4.146341463414634,0.0
MOG1,18.46007366254507,26.705882352941178,54.0650406504065,15.858198802829675
HOC1,18.46007366254507,26.705882352941178,54.0650406504065,15.858198802829675
BNA2,0.0,4.285714285714286,3.170731707317073,0.0
URA8,2.770700636942675,2.142857142857143,2.8455284552845526,2.162162162162162
ADO1,15.382165605095542,70.71428571428572,58.503401360544224,8.736842105263158
YJR115W,0.0,5.357142857142858,6.770720720720721,2.333333333333333
TDA4,0.0,0.0,2.466666666666667,0.0
ATP2,2.7355623100303954,9.285714285714286,5.203252032520325,0.0
IBA57,3.1367292225201076,3.5714285714285716,4.488188976377953,0.0
XPT1,3.8821656050955418,3.428571428571429,7.146341463414634,2.3728813559322033
IML1,3.8853503184713376,0.0,3.252032520325203,0.0
HMS2,3.9358600583090384,3.75,3.8732394366197185,3.594771241830065
BAT2,0.0,7.857142857142858,0.0,0.0
RPS22A,2.09375,2.2222222222222223,2.8455284552845526,0.0
ATG27,3.5031847133757963,2.857142857142857,4.959349593495935,2.2033898305084745
SET2,11.17515923566879,28.5,18.398373983739837,3.8536585365853657
CIS3,3.724340175953079,13.571428571428573,8.699186991869919,0.0
INO1,35.83570377918994,40.588235294117645,66.8334759053322,21.29064935064935
SNA3,35.83570377918994,40.588235294117645,66.8334759053322,21.29064935064935
MRX5,3.121019108280255,4.285714285714286,4.308943089430894,2.2881355932203387
YAK1,7.452229299363058,6.428571428571429,9.75609756097561,7.288135593220338
NCA3,2.261146496815287,11.428571428571429,8.617886178861788,0.0
GSH1,2.802547770700637,4.285714285714286,4.959349593495935,2.388059701492537
GWT1,3.56687898089172,4.285714285714286,5.4471544715447155,0.0
PRY3,0.0,0.0,2.3658536585365852,0.0
ZAP1,0.0,0.0,2.113821138211382,0.0
UBX6,20.127388535031848,30.714285714285715,52.84552845528455,16.5625
YJL047C-A,20.127388535031848,30.714285714285715,52.84552845528455,16.5625
CTK2,0.0,2.142857142857143,0.0,2.4406779661016946
TDH2,0.0,0.0,2.195121951219512,0.0
YJR011C,0.0,0.0,2.6829268292682924,0.0
YJR012C,0.0,0.0,2.6829268292682924,0.0
ESS1,0.0,0.0,2.4390243902439024,0.0
TES1,0.0,0.0,5.804878048780488,0.0
ANB1,2.0491803278688523,11.428571428571429,8.617886178861788,0.0
APS2,3.1847133757961785,2.142857142857143,4.146341463414634,0.0
NPA3,18.46007366254507,26.705882352941178,54.0650406504065,15.858198802829675
OPI3,18.46007366254507,26.705882352941178,54.0650406504065,15.858198802829675
MIR1,0.0,4.285714285714286,3.170731707317073,0.0
VPS25,2.770700636942675,2.142857142857143,2.8455284552845526,2.162162162162162
SOD1,15.382165605095542,70.71428571428572,58.503401360544224,8.736842105263158
RSM7,0.0,5.357142857142858,6.770720720720721,2.333333333333333
RSF2,5.753846153846154,8.125,12.439024390243901,3.355263157894737
MET5,3.8853503184713376,0.0,3.252032520325203,0.0
HOM6,2.3248407643312103,2.857142857142857,2.7642276422764227,0.0
RPS4A,3.9358600583090384,3.75,3.8732394366197185,3.594771241830065
DAN1,4.333333333333334,0.0,0.0,0.0
LOT5,3.3608815426997247,3.3333333333333335,4.550898203592815,0.0
FAS1,182.78777563603302,547.125,424.13665526090676,86.00069813496134
RPL17A,0.0,0.0,2.9341317365269464,0.0
OAC1,3.0524781341107876,2.916666666666667,3.3952095808383236,0.0
CWP2,3.6302729528535984,14.074074074074073,18.3824631327222,2.877659574468085
CWP1,3.604336043360434,4.166666666666667,5.549738219895287,0.0
SRX1,0.0,3.375,0.0,0.0
MDH1,0.0,3.375,0.0,0.0
TEF4,2.1574344023323615,0.0,0.0,0.0
YKL068W-A,8.195335276967931,7.875000000000001,12.21556886227545,5.057231588287489
MMO1,2.5104602510460254,5.833333333333334,6.706586826347306,2.183406113537118
RGT1,2.4489795918367347,2.5,3.473053892215569,0.0
TCD2,2.818428184281843,2.0833333333333335,2.3952095808383236,0.0
AUR1,0.0,5.416666666666667,2.035928143712575,0.0
PRY2,0.0,0.0,2.155688622754491,0.0
AIM29,0.0,0.0,2.011976047904192,0.0
PTR2,0.0,0.0,3.51497005988024,0.0
MLP1,0.0,2.0833333333333335,0.0,0.0
PCC1,2.274052478134111,0.0,2.51497005988024,0.0
ESL2,2.274052478134111,0.0,2.51497005988024,0.0
MNN4,0.0,10.0,8.043651899322002,0.0
