,Ana,Eth,Glu,Nit
PEX5,1,1,1,1
VHS1,1,1,1,1
SUR2,1,1,1,1
EFT2,0,1,1,0
PDR15,2,2,1,2
IZH1,1,1,1,1
SMT3,1,1,1,0
SNA2,1,1,1,1
RBA50,1,1,1,1
STL1,0,1,0,0
PRR2,1,0,1,1
GLT1,2,2,2,2
RRP42,2,2,2,2
TMA17,2,2,2,2
LUC7,0,1,0,0
YDL085C-A,0,1,0,0
MDH3,1,1,1,1
KNH1,1,1,1,0
STP4,1,1,1,1
BSC1,1,0,0,1
BAP3,0,0,1,0
TPI1,0,0,0,1
IPT1,1,2,1,2
UME6,0,1,0,0
PRP28,1,1,1,1
CTA1,1,1,1,1
PMP3,0,1,1,1
HXT6,0,1,0,0
ATO3,0,1,1,0
APT2,0,0,1,0
RIB3,0,1,1,0
PKH1,1,1,1,1
GNP1,1,1,1,0
YDR524C-B,1,1,1,1
IES6,1,1,1,1
HYP2,1,2,0,0
TIM9,1,1,1,0
GTT3,1,1,1,1
TIR1,1,1,1,0
FAA2,1,1,1,1
YER034W,1,1,1,1
EDC2,1,1,1,1
RPS26B,1,1,1,1
LSM5,1,2,1,1
SPI1,0,1,0,0
PRB1,1,1,1,1
SOM1,1,1,1,1
RPL12A,0,1,1,0
GLY1,1,1,1,1
CYC7,1,0,1,1
ANP1,1,2,0,0
PMP2,1,1,1,1
MIG3,0,0,0,1
ICL1,1,1,1,1
PTP3,1,1,1,1
DOT6,0,1,1,0
COM2,1,1,1,1
YER137C,1,1,0,0
FTR1,1,2,1,1
PEA2,0,1,0,0
GAT1,1,1,1,0
HSP12,1,1,1,1
IRC7,1,1,1,1
FRS2,1,1,1,0
MDJ1,1,1,1,1
QCR6,1,1,1,1
PHO4,1,1,1,1
HXK2,1,1,1,0
SHE10,1,1,1,0
POX1,2,1,1,1
TOS8,1,1,1,1
PYC1,1,1,1,0
OLE1,2,3,3,2
FMP48,2,2,2,1
ERG25,1,1,1,1
BTN2,1,0,0,0
YGR161W-C,0,1,1,0
MPC3,1,1,1,1
SAP4,1,1,1,0
CHC1,2,1,1,1
SDS23,2,3,3,2
MIG1,0,1,0,0
PMA1,1,2,2,2
YGR035C,2,2,2,2
YGR067C,0,2,2,1
VOA1,1,0,0,0
RTS3,0,1,1,0
ERG1,1,1,1,1
RNR4,0,1,1,0
YAP1802,1,1,1,1
LSC2,1,0,1,0
RIE1,0,1,1,0
WSC4,0,1,0,0
RIM101,1,1,1,1
SNF6,0,2,0,1
RIM4,0,3,1,2
PUT2,1,0,0,0
ROF1,0,1,0,0
OCA5,0,1,0,0
ERG11,1,1,1,1
SOD2,0,0,1,1
PEX18,1,0,0,0
BNR1,1,1,1,1
POG1,0,1,0,0
RHO3,1,1,0,0
VHR1,3,3,3,3
POT1,1,1,1,1
RPI1,1,1,0,0
RGI2,3,3,3,3
